name,address,manager,phone,fax,street,city,zip,province,id,address_original,llaccuracy,lat,lng,zipmatch,ziplat,ziplng,fsa
Melita Super Thrifty Pharmacy License # 32285 ,"112 Main Street, PO Box 298, Melita, MB  R0M 1L0, Canada", Pharmacy Manager: Peter Kovac , (204) 522-3255 , Fax: ,"112 Main Street, PO Box 298",Melita,R0M 1L0,MB,1515,"Melita, Manitoba R0M 1L0",0.6,49.271939,-100.993635,true,49.6892600620983,-100.930436747744,R0M
Meyers Drugs Ltd. License # 11462 ,"483 William Avenue, Winnipeg, MB  R3A 0J5, Canada", Pharmacy Manager: Glen Rawluk , (204) 943-1466 , (204) 947-3329 ,483 William Avenue,Winnipeg,R3A 0J5,MB,1516,"Winnipeg, Manitoba R3A 0J5",0.9,49.902293,-97.148883,true,49.9041875372257,-97.1466666962782,R3A
Millennium Pharmacy License # 34254 ,"311 Balmoral Street, Winnipeg, MB  R3C 4A8, Canada", Pharmacy Manager: Sanjaykumar Patel , (204) 504-3250 , (204) 504-3270 ,311 Balmoral Street,Winnipeg,R3C 4A8,MB,1517,"Winnipeg, Manitoba R3C 4A8",0.9,49.890101,-97.152863,true,50.0026996074844,-97.260483095031,R3C
Miller's Pharmacy License # 32511 ,"Unit A, 624-18th Street, Brandon, MB  R7A 5B4, Canada", Pharmacy Manager: Kevin Miller , (204) 727-8995 , (204) 727-1733 ,"Unit A, 624-18th Street",Brandon,R7A 5B4,MB,1518,"Brandon, Manitoba R7A 5B4",1.0,49.84692,-99.95306,true,49.7935270026099,-99.9593823803396,R7A
Minnedosa Pharmacy License # 11484 ,"77 Main Street S., Box 456, Minnedosa, MB  R0J 1E0, Canada", Pharmacy Manager: Janice Magnusson , (204) 867-2071 , Fax: ,"77 Main Street S., Box 456",Minnedosa,R0J 1E0,MB,1519,"Minnedosa, Manitoba R0J 1E0",0.7,50.251276,-99.838551,true,50.5872290041767,-100.157751597964,R0J
Misericordia Health Centre Pharmacy License # 11495 ,"99 Cornish Avenue, Winnipeg, MB  R3C 1A2, Canada", Pharmacy Manager: Allan Maronese , (204) 787-1232 , (204) 774-8488 ,99 Cornish Avenue,Winnipeg,R3C 1A2,MB,1520,"Winnipeg, Manitoba R3C 1A2",0.9,49.878833,-97.160453,true,50.0026996074844,-97.260483095031,R3C
Mitchell's Drug Store License # 11507 ,"125 Main Street, Roblin, MB  R0L 1P0, Canada", Pharmacy Manager: Whitney Mitchell , (204) 937-4424 , (204) 937-2578 ,125 Main Street,Roblin,R0L 1P0,MB,1521,"Roblin, Manitoba R0L 1P0",0.9,51.230739,-101.348992,true,52.3283909066404,-98.77723225685,R0L
Morden Drugstore License # 35121 ,"104 - 215 Stephen Street, Morden, MB  R6M 1V2, Canada", Pharmacy Manager: Joy Prokopetz , (204) 822-9992 , (204) 822-5628 ,104 - 215 Stephen Street,Morden,R6M 1V2,MB,1522,"Morden, Manitoba R6M 1V2",0.6,49.190067,-98.098542,true,49.1325426170484,-98.1479152332537,R6M
Morris General Hospital Pharmacy License # 11541 ,"215 Railroad Avenue E., Morris, MB  R0G 1K0, Canada", Pharmacy Manager: Tim Falk , (204) 746-7353 , (204) 746-8457 ,215 Railroad Avenue E.,Morris,R0G 1K0,MB,1523,"Morris, Manitoba R0G 1K0",0.9,49.352095,-97.369831,true,49.4311206483673,-98.0260802110287,R0G
Mount Carmel Clinic Pharmacy License # 11563 ,"886 Main Street, Winnipeg, MB  R2W 5L4, Canada", Pharmacy Manager: Tim Pattern , (204) 589-0834 , Fax: ,886 Main Street,Winnipeg,R2W 5L4,MB,1524,"Winnipeg, Manitoba R2W 5L4",0.9,49.910034,-97.133214,true,49.9195505643921,-97.1349834808163,R2W
Mountain Park Pharmacy Ltd. License # 11585 ,"47 Main Street W., Erickson, MB  R0J 0P0, Canada", Pharmacy Manager: Dustin Hunt , (204) 636-2361 , (204) 636-2184 ,47 Main Street W.,Erickson,R0J 0P0,MB,1525,"Erickson, Manitoba R0J 0P0",0.6,50.498443,-99.912847,true,50.5872290041767,-100.157751597964,R0J
Munroe Pharmacy Ltd. License # 11596 ,"525 London Street, Winnipeg, MB  R2K 2Z4, Canada", Pharmacy Manager: Michelle Glass , (204) 669-1267 , Fax: ,525 London Street,Winnipeg,R2K 2Z4,MB,1526,"Winnipeg, Manitoba R2K 2Z4",0.9,49.911887,-97.081411,true,49.9216210047239,-97.0847519043882,R2K
My Care Pharmacy License # 13273 ,"986 Portage Avenue, Winnipeg, MB  R3G 0R6, Canada", Pharmacy Manager: Myron Wong , (204) 504-5212 , (204) 504-5207 ,986 Portage Avenue,Winnipeg,R3G 0R6,MB,1527,"Winnipeg, Manitoba R3G 0R6",0.9,49.88436,-97.175214,true,49.8881694617585,-97.1814314509263,R3G
Nairn Pharmacy License # 35097 ,"297 Nairn Avenue, Winnipeg, MB  R2L 0W8, Canada", Pharmacy Manager: Lucky Yeasmin , (204) 615-0202 , (204) 615-0201 ,297 Nairn Avenue,Winnipeg,R2L 0W8,MB,1528,"Winnipeg, Manitoba R2L 0W8",0.6,49.905069,-97.10634,true,49.9062166942799,-97.0986485027396,R2L
Nations-First Pharmacy License # 34232 ,"Box 550, 102-19 Pine Street, Pine Falls, MB  R0E 1M0, Canada", Pharmacy Manager: Adel Adly Helmy AbouHammra , (204) 367-8899 , Fax: ,"Box 550, 102-19 Pine Street",Pine Falls,R0E 1M0,MB,1529,"Pine Falls, Manitoba R0E 1M0",-1.0,,,false,51.0473387247997,-96.3178031764161,R0E
Neepawa Health Centre Pharmacy License # 11608 ,"500 Hospital Street, Neepawa, MB  R0J 1H0, Canada", Pharmacy Manager: Kathryn Adriaansen , (204) 476-7824 , (204) 476-2901 ,500 Hospital Street,Neepawa,R0J 1H0,MB,1530,"Neepawa, Manitoba R0J 1H0",0.6,50.234311,-99.464379,true,50.5872290041767,-100.157751597964,R0J
Neepawa Pharmacy License # 11619 ,"A-225 Ellen Street, Neepawa, MB  R0J 1H0, Canada", Pharmacy Manager: Nelson Jackson , (204) 476-2315 , Fax: ,A-225 Ellen Street,Neepawa,R0J 1H0,MB,1531,"Neepawa, Manitoba R0J 1H0",1.0,50.22892,-99.46642,true,50.5872290041767,-100.157751597964,R0J
Niverville Pharmacy Ltd. License # 32218 ,"Box 159, 72 Main Street, Niverville, MB  R0A 1E0, Canada", Pharmacy Manager: Karam Abd El Nour , (204) 388-4533 , (204) 388-4624 ,"Box 159, 72 Main Street",Niverville,R0A 1E0,MB,1532,"Niverville, Manitoba R0A 1E0",1.0,49.60559,-97.04234,true,49.2786588939082,-96.4733278772927,R0A
Northern Lights Pharmacy License # 34917 ,"Box 87, 108-335 Railway Avenue, Gillam, MB  R0B 0L0, Canada", Pharmacy Manager: Mandeep Jassal , (204) 652-6045 , (204) 652-2120 ,"Box 87, 108-335 Railway Avenue",Gillam,R0B 0L0,MB,1533,"Gillam, Manitoba R0B 0L0",1.0,56.34745,-94.70808,true,56.5689821099353,-96.9362538147139,R0B
NorthMart Pharmacy License # 33354 ,"Box 40, Cross Lake, MB  R0B 0J0, Canada", Pharmacy Manager: Ofelia Hermogeno , (204) 676-3163 , Fax: ,Box 40,Cross Lake,R0B 0J0,MB,1534,"Cross Lake, Manitoba R0B 0J0",0.67,54.62747,-97.777004,true,56.5689821099353,-96.9362538147139,R0B
NorthMart Pharmacy & Muskehki Pharmacy License # 33444 ,"910 Wall Street, Winnipeg, MB  R3G 2V2, Canada", Pharmacy Manager: Alysha Buck , (204) 772-1534 , Fax: ,910 Wall Street,Winnipeg,R3G 2V2,MB,1535,"Winnipeg, Manitoba R3G 2V2",0.9,49.890613,-97.182429,true,49.8881694617585,-97.1814314509263,R3G
Northway Pharmacy Broadway License # 10203 ,"618 Broadway Avenue, Winnipeg, MB  R3C 0W8, Canada", Pharmacy Manager: Floyd Lee , (204) 783-1887 , Fax: ,618 Broadway Avenue,Winnipeg,R3C 0W8,MB,1536,"Winnipeg, Manitoba R3C 0W8",0.6,49.886378,-97.145411,true,50.0026996074844,-97.260483095031,R3C
Northway Pharmacy Charleswood License # 35222 ,"3358 Roblin Blvd., Winnipeg, MB  R3R 0C5, Canada", Pharmacy Manager: Scott Bowles , (204) 885-9560 , (204) 837-3284 ,3358 Roblin Blvd.,Winnipeg,R3R 0C5,MB,1537,"Winnipeg, Manitoba R3R 0C5",0.9,49.868171,-97.255986,true,49.8546255598353,-97.2872824419109,R3R
Northway Pharmacy Dakota License # 10528 ,"1087 St. Mary's Road, Winnipeg, MB  R2M 3T2, Canada", Pharmacy Manager: Allan Presto , (204) 255-2988 , (204) 255-2989 ,1087 St. Mary's Road,Winnipeg,R2M 3T2,MB,1538,"Winnipeg, Manitoba R2M 3T2",0.6,49.853668,-97.111622,true,49.8398976784224,-97.1147932462384,R2M
Northway Pharmacy Pharmacie Marion License # 34142 ,"191 Marion Street, Winnipeg, MB  R2H 0T5, Canada", Pharmacy Manager: Katrina Slevinsky , (204) 231-3226 , (204) 231-3244 ,191 Marion Street,Winnipeg,R2H 0T5,MB,1539,"Winnipeg, Manitoba R2H 0T5",0.9,49.881682,-97.120042,true,49.8850792463138,-97.1170775188848,R2H
Northway Pharmacy Selkirk License # 35288 ,"339A Main Street, Selkirk, MB  R1A 1T3, Canada", Pharmacy Manager: Devyn Swark , (204) 785-2938 , (204) 785-2963 ,339A Main Street,Selkirk,R1A 1T3,MB,1540,"Selkirk, Manitoba R1A 1T3",0.8,50.14227,-96.876293,true,50.1504232770174,-96.9867107093456,R1A
Northway Pharmacy Seven Oaks License # 35389 ,"632 Leila Avenue, Winnipeg, MB  R2V 3N7, Canada", Pharmacy Manager: Lori Lynn Brown , (204) 560-0727 , (204) 560-0730 ,632 Leila Avenue,Winnipeg,R2V 3N7,MB,1541,"Winnipeg, Manitoba R2V 3N7",0.9,49.948847,-97.134027,true,49.9567636273053,-97.1126084183615,R2V
Norway House Pharmacy Ltd. License # 31688 ,"Box 520, Kistapinanihk Shopping Mall, Norway House, MB  R0B 1B0, Canada", Pharmacy Manager: Mayank Patel , (204) 359-6363 , Fax: ,"Box 520, Kistapinanihk Shopping Mall",Norway House,R0B 1B0,MB,1542,"Norway House, Manitoba R0B 1B0",-1.0,,,false,56.5689821099353,-96.9362538147139,R0B
Notre Dame Hospital Pharmacy License # 11697 ,"P.O. Box 130, Notre Dame De Lourdes, MB  R0G 1M0, Canada", Pharmacy Manager: Lise Durand , (204) 248-2297 , (204) 248-2218 ,P.O. Box 130,Notre Dame De Lourdes,R0G 1M0,MB,1543,"Notre Dame De Lourdes, Manitoba R0G 1M0",1.0,49.5331,-98.55856,true,49.4311206483673,-98.0260802110287,R0G
Notre Dame Pharmacy License # 34951 ,"1034 Notre Dame Avenue, Winnipeg, MB  R3E 0N5, Canada", Pharmacy Manager: Kenneth Humeniuk , (204) 779-0001 , (204) 779-0005 ,1034 Notre Dame Avenue,Winnipeg,R3E 0N5,MB,1544,"Winnipeg, Manitoba R3E 0N5",0.9,49.905627,-97.172828,true,49.9085461037398,-97.1779899320052,R3E
Oakbank Pharmasave License # 11316 ,"Box 339, Unit #1, 559 Main Street, Oakbank, MB  R0E 1J0, Canada", Pharmacy Manager: Glenn Sanclemente , (204) 444-3030 , (204) 444-2234 ,"Box 339, Unit #1, 559 Main Street",Oakbank,R0E 1J0,MB,1545,"Oakbank, Manitoba R0E 1J0",-1.0,,,false,51.0473387247997,-96.3178031764161,R0E
Oakfield Pharmacy License # 13262 ,"105 - 1021 Court Avenue, Winnipeg, MB  R2P 1V7, Canada", Pharmacy Manager: Nandiniben Patel , (204) 338-6355 , (204) 338-7799 ,105 - 1021 Court Avenue,Winnipeg,R2P 1V7,MB,1546,"Winnipeg, Manitoba R2P 1V7",0.5,49.937843,-97.209788,false,49.9673715841503,-97.1559834424232,R2P
Osborne Village Pharmacy Ltd. License # 33893 ,"5-433 River Avenue, Winnipeg, MB  R3L 2V1, Canada", Pharmacy Manager: Stuart Bellingham , (204) 477-6337 , (204) 477-6335 ,5-433 River Avenue,Winnipeg,R3L 2V1,MB,1547,"Winnipeg, Manitoba R3L 2V1",0.8,49.879693,-97.145062,true,49.8674348090493,-97.1351286124883,R3L
Pacific Pharmacy License # 34704 ,"940 Sherbrook Street, Winnipeg, MB  R3A 1N4, Canada", Pharmacy Manager: Muhammad Hasnain , (204) 615-9990 , (204) 615-9992 ,940 Sherbrook Street,Winnipeg,R3A 1N4,MB,1548,"Winnipeg, Manitoba R3A 1N4",0.9,49.906724,-97.153982,false,49.9041875372257,-97.1466666962782,R3A
Panacea Pharmacy License # 35356 ,"Unit #3, 620 Dakota Street, Winnipeg, MB  R2M 3K1, Canada", Pharmacy Manager: Olaide Alafia , (204) 255-1135 , (204) 255-4835 ,"Unit #3, 620 Dakota Street",Winnipeg,R2M 3K1,MB,1549,"Winnipeg, Manitoba R2M 3K1",1.0,49.8844,-97.14704,false,49.8398976784224,-97.1147932462384,R2M
Patient Advocate Pharmacy License # 33264 ,"Unit 17 - 2595 Main Street, Winnipeg, MB  R2V 4W3, Canada", Pharmacy Manager: Kevin Klippenstein , (204) 338-5135 , (204) 338-5146 ,Unit 17 - 2595 Main Street,Winnipeg,R2V 4W3,MB,1550,"Winnipeg, Manitoba R2V 4W3",1.0,49.8844,-97.14704,false,49.9567636273053,-97.1126084183615,R2V
Pembina Drugs License # 34894 ,"2725 Pembina Highway - Unit 3, Winnipeg, MB  R3T 2H5, Canada", Pharmacy Manager: Mohamed Ali , (204) 261-4449 , (204) 261-4888 ,2725 Pembina Highway - Unit 3,Winnipeg,R3T 2H5,MB,1551,"Winnipeg, Manitoba R3T 2H5",0.33,49.8844,-97.14704,false,49.8152473212387,-97.1530208040787,R3T
Pembina Valley Pharmacy License # 35064 ,"Unit A - 58 2nd Street NE, Altona, MB  R0G 0B0, Canada", Pharmacy Manager: Joel Pankewich , (204) 324-5550 , (204) 324-5567 ,Unit A - 58 2nd Street NE,Altona,R0G 0B0,MB,1552,"Altona, Manitoba R0G 0B0",1.0,49.10469,-97.55961,true,49.4311206483673,-98.0260802110287,R0G
People's Pharmacy License # 11710 ,"1632 Portage Avenue, Winnipeg, MB  R3J 0C6, Canada", Pharmacy Manager: Richard Thurmeier , (204) 788-0395 , (204) 774-3320 ,1632 Portage Avenue,Winnipeg,R3J 0C6,MB,1553,"Winnipeg, Manitoba R3J 0C6",0.9,49.879832,-97.202438,true,49.892742010054,-97.2433785402827,R3J
Peter's Pharmacy License # 34973 ,"18 Main Street, Ashern, MB  R0C 0E0, Canada", Pharmacy Manager: Melad Eid , (204) 768-2935 , (204) 768-2945 ,18 Main Street,Ashern,R0C 0E0,MB,1554,"Ashern, Manitoba R0C 0E0",0.5,43.679544,-79.298336,false,50.8573388683307,-97.7974252320056,R0C
Pfahl's Drugs Ltd. License # 11732 ,"Box 1024, 215-320, 6th Street, Winkler, MB  R6W 4B1, Canada", Pharmacy Manager: S.O. Pfahl , (204) 325-8201 , Fax: ,"Box 1024, 215-320, 6th Street",Winkler,R6W 4B1,MB,1555,"Winkler, Manitoba R6W 4B1",1.0,49.1817,-97.94104,true,49.1349396526079,-97.9553030681071,R6W
Pharmacie Centre de Santé La Broquerie License # 34445 ,"89 Principale Street, La Broquerie, MB  R0A 0W0, Canada", Pharmacy Manager: Colette Dunlop , (204) 424-9977 , (204) 424-4095 ,89 Principale Street,La Broquerie,R0A 0W0,MB,1556,"La Broquerie, Manitoba R0A 0W0",0.9,49.526168,-96.510416,true,49.2786588939082,-96.4733278772927,R0A
Pharmacie Dufresne Ltee. License # 31587 ,"10-1321 Dawson Road, Box 229, Lorette, MB  R5K 0S2, Canada", Pharmacy Manager: Cecile Dumesnil , (204) 878-4122 , (204) 878-2910 ,"10-1321 Dawson Road, Box 229",Lorette,R5K 0S2,MB,1557,"Lorette, Manitoba R5K 0S2",-1.0,,,false,0.0,0.0,R5K
Pharmacie Labroquerie Pharmacy License # 34108 ,"Box 879, Unit D, 205 rue Principale, Labroquerie, MB  R0A 0W0, Canada", Pharmacy Manager: Yousef Yousef , (204) 424-5940 , (204) 424-5122 ,"Box 879, Unit D, 205 rue Principale",Labroquerie,R0A 0W0,MB,1558,"Labroquerie, Manitoba R0A 0W0",1.0,49.51688,-96.50029,true,49.2786588939082,-96.4733278772927,R0A
Pharmacie Seine Pharmacy Ltee. License # 11754 ,"Unit 170, 142 Central Avenue, Ste. Anne, MB  R5H 1C3, Canada", Pharmacy Manager: Guylene McLean , (204) 422-8226 , (204) 422-6587 ,"Unit 170, 142 Central Avenue",Ste. Anne,R5H 1C3,MB,1559,"Ste. Anne, Manitoba R5H 1C3",1.0,49.66969,-96.65,true,49.7050515538739,-96.6087770763692,R5H
Pharmacie St-Pierre Pharmacy License # 11765 ,"Box 730, 465 Rue Sabourin, St. Pierre-Jolys, MB  R0A 1V0, Canada", Pharmacy Manager: Yvette Lafreniere , (204) 433-7481 , (204) 433-7640 ,"Box 730, 465 Rue Sabourin",St. Pierre-Jolys,R0A 1V0,MB,1560,"St. Pierre-Jolys, Manitoba R0A 1V0",-1.0,,,false,49.2786588939082,-96.4733278772927,R0A
Pharmamir Pharmacy License # 34423 ,"1572 Main Street, Winnipeg, MB  R2W 5J8, Canada", Pharmacy Manager: Amir Youssef , (204) 334-1572 , (204) 334-1571 ,1572 Main Street,Winnipeg,R2W 5J8,MB,1561,"Winnipeg, Manitoba R2W 5J8",0.9,49.930234,-97.122828,true,49.9195505643921,-97.1349834808163,R2W
Pharmasave #451 License # 11822 ,"Centre & Fourth Avenue, Gimli, MB  R0C 1B0, Canada", Pharmacy Manager: Melissa Jacobs , (204) 642-8814 , Fax: ,Centre & Fourth Avenue,Gimli,R0C 1B0,MB,1562,"Gimli, Manitoba R0C 1B0",0.7,50.631909,-97.000384,true,50.8573388683307,-97.7974252320056,R0C
Pharmasave #455 License # 10517 ,"360 Stephen Street, Morden, MB  R6M 1T5, Canada", Pharmacy Manager: Raymond Buhr , (204) 822-4444 , (204) 822-6868 ,360 Stephen Street,Morden,R6M 1T5,MB,1563,"Morden, Manitoba R6M 1T5",0.9,49.189742,-98.101691,true,49.1325426170484,-98.1479152332537,R6M
Pharmasave #471 License # 13116 ,"37 Main Street, Flin Flon, MB  R8A 1J7, Canada", Pharmacy Manager: Corey Thompson , (204) 687-4429 , Fax: ,37 Main Street,Flin Flon,R8A 1J7,MB,1564,"Flin Flon, Manitoba R8A 1J7",0.5,54.76867,-101.877983,true,55.1310065981658,-100.480510151937,R8A
Pharmasave #478 License # 34647 ,"2425 Unit C Victoria Avenue West, Brandon, MB  R7B 0M6, Canada", Pharmacy Manager: Mikil Kapadia , (204) 728-1062 , Fax: ,2425 Unit C Victoria Avenue West,Brandon,R7B 0M6,MB,1565,"Brandon, Manitoba R7B 0M6",0.33,49.84692,-99.95306,false,49.8406716578388,-99.981400840747,R7B
Pharmasave Health Centre #470 License # 10720 ,"31 Church Street, Flin Flon, MB  R8A 1K6, Canada", Pharmacy Manager: Susan Thompson , (204) 687-7677 , Fax: ,31 Church Street,Flin Flon,R8A 1K6,MB,1566,"Flin Flon, Manitoba R8A 1K6",0.9,54.764557,-101.876499,true,55.1310065981658,-100.480510151937,R8A
Pilot Mound Pharmacy License # 13004 ,"143 Broadway Avenue West, Pilot Mound, MB  R0G 1P0, Canada", Pharmacy Manager: Therese Mekhaiel , (204) 825-2500 , (204) 825-2600 ,143 Broadway Avenue West,Pilot Mound,R0G 1P0,MB,1567,"Pilot Mound, Manitoba R0G 1P0",0.7,49.203173,-98.894766,true,49.4311206483673,-98.0260802110287,R0G
Pinawa Pharmacy License # 11866 ,"PO Box 370, 40 Burrows Road, Pinawa, MB  R0E 1L0, Canada", Pharmacy Manager: Mark Bautista , (204) 753-2324 , (204) 753-2325 ,"PO Box 370, 40 Burrows Road",Pinawa,R0E 1L0,MB,1568,"Pinawa, Manitoba R0E 1L0",1.0,50.1489,-95.88115,true,51.0473387247997,-96.3178031764161,R0E
Pine Falls Community Health Pharmacy License # 35277 ,"Box 2000, 37 Maple Street, Pine Falls, MB  R0E 1M0, Canada", Pharmacy Manager: Mina Younan , (204) 367-2807 , Fax: ,"Box 2000, 37 Maple Street",Pine Falls,R0E 1M0,MB,1569,"Pine Falls, Manitoba R0E 1M0",-1.0,,,false,51.0473387247997,-96.3178031764161,R0E
Pine Pharmacy License # 11901 ,"Box 520, Pine Falls, MB  R0E 1M0, Canada", Pharmacy Manager: Hilton (Hugh) Wallace , (204) 367-2611 , Fax: ,Box 520,Pine Falls,R0E 1M0,MB,1570,"Pine Falls, Manitoba R0E 1M0",-1.0,,,false,51.0473387247997,-96.3178031764161,R0E
Plessis Pharmacy License # 33567 ,"Unit 15 - 801 Regent Avenue, Winnipeg, MB  R2C 3A7, Canada", Pharmacy Manager: Christian Onyebuchi , (204) 777-1468 , (204) 777-1469 ,Unit 15 - 801 Regent Avenue,Winnipeg,R2C 3A7,MB,1571,"Winnipeg, Manitoba R2C 3A7",1.0,49.8844,-97.14704,false,49.9216401835053,-96.962472943816,R2C
Polar Meds License # 32397 IPS,"200-1383 Pembina Highway, Winnipeg, MB  R3T 2B9, Canada", Pharmacy Manager: Vinh Nguyen , (204) 784-2309 , (204) 784-2300 ,200-1383 Pembina Highway,Winnipeg,R3T 2B9,MB,1572,"Winnipeg, Manitoba R3T 2B9",0.33,49.8844,-97.14704,false,49.8152473212387,-97.1530208040787,R3T
Portage District General Hospital Pharmacy License # 11923 ,"524 - Fifth Street S.E., Portage La Prairie, MB  R1N 3A8, Canada", Pharmacy Manager: Jamey Willsey , (204) 239-2201 , Fax: ,524 - Fifth Street S.E.,Portage La Prairie,R1N 3A8,MB,1573,"Portage La Prairie, Manitoba R1N 3A8",0.6,49.982127,-98.296331,true,49.9594681104984,-98.3193667743966,R1N
Portage West Pharmacy License # 35255 ,"3250 Portage Avenue, Winnipeg, MB  R3K 0Y9, Canada", Pharmacy Manager: Abdel Hadi Al Badawi , (204) 832-4799 , (204) 832-5485 ,3250 Portage Avenue,Winnipeg,R3K 0Y9,MB,1574,"Winnipeg, Manitoba R3K 0Y9",0.6,49.878474,-97.216024,false,49.8734500204727,-97.299559680741,R3K
Positive Health Pharmacy License # 33736 ,"3556 Pembina Highway, Winnipeg, MB  R3V 1A7, Canada", Pharmacy Manager: Inderpaul Kaler , (204) 415-3160 , (204) 415-3357 ,3556 Pembina Highway,Winnipeg,R3V 1A7,MB,1575,"Winnipeg, Manitoba R3V 1A7",0.33,49.8844,-97.14704,false,49.7490381026219,-97.1795783640919,R3V
Powerview Pharmacy License # 35211 ,"171 Main Street, Powerview, MB  R0E 1P0, Canada", Pharmacy Manager: Izzeldin Elmahi , (204) 367-4805 , Fax: ,171 Main Street,Powerview,R0E 1P0,MB,1576,"Powerview, Manitoba R0E 1P0",0.5,43.253854,-79.862839,false,51.0473387247997,-96.3178031764161,R0E
Prairie Health Apothecary License # 35154 ,"120 - 600 St. Anne's Road, Winnipeg, MB  R2M 2S2, Canada", Pharmacy Manager: Chris Mendoza , (204) 254-4257 , (204) 254-4359 ,120 - 600 St. Anne's Road,Winnipeg,R2M 2S2,MB,1577,"Winnipeg, Manitoba R2M 2S2",0.33,49.8844,-97.14704,false,49.8398976784224,-97.1147932462384,R2M
Prairie Trail Pharmacy License # 33433 ,"100-1345 Taylor Avenue, Winnipeg, MB  R3M 3Y9, Canada", Pharmacy Manager: Victor Fang , (204) 222-3003 , (204) 233-3399 ,100-1345 Taylor Avenue,Winnipeg,R3M 3Y9,MB,1578,"Winnipeg, Manitoba R3M 3Y9",0.6,49.853285,-97.167584,true,49.8623491998291,-97.1655013085463,R3M
Prana Pharmacy License # 33882 ,"208 Regent Avenue West, Winnipeg, MB  R2C 1R2, Canada", Pharmacy Manager: Robert Francis , (204) 777-3093 , Fax: ,208 Regent Avenue West,Winnipeg,R2C 1R2,MB,1579,"Winnipeg, Manitoba R2C 1R2",0.9,49.894889,-97.005838,true,49.9216401835053,-96.962472943816,R2C
Providen Pharmacy Logistics & Dispensary Logistics License # 32836 ,"Unit 365, 550 Century Street, Winnipeg, MB  R3H 0Y1, Canada", Pharmacy Manager: David Huston , (855) 220-6922 , (855) 220-6622 ,"Unit 365, 550 Century Street",Winnipeg,R3H 0Y1,MB,1580,"Winnipeg, Manitoba R3H 0Y1",1.0,49.8844,-97.14704,false,49.9030174739726,-97.2085643092654,R3H
Quarry Ridge Pharmacy License # 34670 ,"469 - 1st Street West, Stonewall, MB  R0C 2Z0, Canada", Pharmacy Manager: Teryl Moore , (204) 467-7333 , (204) 467-7322 ,469 - 1st Street West,Stonewall,R0C 2Z0,MB,1581,"Stonewall, Manitoba R0C 2Z0",0.9,50.130997,-97.328169,true,50.8573388683307,-97.7974252320056,R0C
Rasha Pharmacy License # 32016 ,"15-584 Pembina Highway, Winnipeg, MB  R3M 3X7, Canada", Pharmacy Manager: Rasha Guirguis , (204) 505-0550 , (204) 505-4456 ,15-584 Pembina Highway,Winnipeg,R3M 3X7,MB,1582,"Winnipeg, Manitoba R3M 3X7",0.33,49.8844,-97.14704,false,49.8623491998291,-97.1655013085463,R3M
Reavie's Pharmacy License # 11945 ,"243 Main Street, Russell, MB  R0J 1W0, Canada", Pharmacy Manager: Edwin Havelange , (204) 773-2244 , (204) 773-3460 ,243 Main Street,Russell,R0J 1W0,MB,1583,"Russell, Manitoba R0J 1W0",0.8,50.781481,-101.287975,true,50.5872290041767,-100.157751597964,R0J
Red River Co-op Pharmacy - Grant License # 10371 ,"1120 Grant Avenue, Winnipeg, MB  R3M 2A6, Canada", Pharmacy Manager: Brent M. Booker , (204) 453-2668 , (204) 477-5598 ,1120 Grant Avenue,Winnipeg,R3M 2A6,MB,1584,"Winnipeg, Manitoba R3M 2A6",0.9,49.859461,-97.165037,true,49.8623491998291,-97.1655013085463,R3M
Red River Co-op Pharmacy - Main License # 12889 ,"1425 Main Street, Winnipeg, MB  R2W 3V3, Canada", Pharmacy Manager: Willson Caetano , (204) 586-0007 , (204) 586-0910 ,1425 Main Street,Winnipeg,R2W 3V3,MB,1585,"Winnipeg, Manitoba R2W 3V3",0.9,49.925871,-97.124742,true,49.9195505643921,-97.1349834808163,R2W
Red River Co-op Pharmacy - Southdale License # 10269 ,"77 Vermillion Road, Winnipeg, MB  R2J 3W7, Canada", Pharmacy Manager: Julia Walker , (204) 257-1384 , (204) 257-9774 ,77 Vermillion Road,Winnipeg,R2J 3W7,MB,1586,"Winnipeg, Manitoba R2J 3W7",0.9,49.853941,-97.074197,true,49.8670743729712,-97.0641263899242,R2J
Red River Co-op Pharmacy - St. Vital License # 12812 ,"850 Dakota Street, Winnipeg, MB  R2M 5R9, Canada", Pharmacy Manager: Karen Geschiere , (204) 253-7899 , Fax: ,850 Dakota Street,Winnipeg,R2M 5R9,MB,1587,"Winnipeg, Manitoba R2M 5R9",0.6,49.824498,-97.102157,false,49.8398976784224,-97.1147932462384,R2M
Red River Pharmacy License # 33286 ,"139 Carmen Avenue, Winnipeg, MB  R2L 0E5, Canada", Pharmacy Manager: Reem Elhably , (204) 663-4670 , (204) 663-5556 ,139 Carmen Avenue,Winnipeg,R2L 0E5,MB,1588,"Winnipeg, Manitoba R2L 0E5",0.6,49.916977,-97.119908,true,49.9062166942799,-97.0986485027396,R2L
